pressure(bar),heat flux(kW/m2),mass fluxkg/(m2⋅s),sub cooling,fluid,channel dia(mm),flow/pool,d/dMax,t/tMax
6.1,58.2,228.6,30,water,3.846,flow,0.7222222222,0.07812971564
6.1,58.2,228.6,30,water,3.846,flow,0.7222222222,0.1163825934
6.1,58.2,228.6,30,water,3.846,flow,0.7380952382,0.1556091287
6.1,58.2,228.6,30,water,3.846,flow,0.7539682541,0.194835664
6.1,58.2,228.6,30,water,3.846,flow,0.7539682541,0.2301460127
6.1,58.2,228.6,30,water,3.846,flow,0.7619047619,0.2703569838
6.1,58.2,228.6,30,water,3.846,flow,0.7698412699,0.3066445828
6.1,58.2,228.6,30,water,3.846,flow,0.7698412699,0.3439166176
6.1,58.2,228.6,30,water,3.846,flow,0.7698412699,0.3851120246
6.1,58.2,228.6,30,water,3.846,flow,0.7857142857,0.4243385598
6.1,58.2,228.6,30,water,3.846,flow,0.7857142857,0.4616105947
6.1,58.2,228.6,30,water,3.846,flow,0.8015873017,0.5008371299
6.1,58.2,228.6,30,water,3.846,flow,0.8174603176,0.5381019791
6.1,58.2,228.6,30,water,3.846,flow,0.8174603176,0.5763548569
6.1,58.2,228.6,30,water,3.846,flow,0.8333333334,0.6155813922
6.1,58.2,228.6,30,water,3.846,flow,0.8650793652,0.6548007417
6.1,58.2,228.6,30,water,3.846,flow,0.880952381,0.6920655909
6.1,58.2,228.6,30,water,3.846,flow,0.9047619049,0.7293268473
6.1,58.2,228.6,30,water,3.846,flow,0.9523809525,0.7705006972
6.1,58.2,228.6,30,water,3.846,flow,0.9444444445,0.8058146387
6.1,58.2,228.6,30,water,3.846,flow,0.9761904762,0.8460148315
6.1,58.2,228.6,30,water,3.846,flow,0.9920634922,0.8842605234
6.1,58.2,228.6,30,water,3.846,flow,0.9761904762,0.9215397443
6.1,58.2,228.6,30,water,3.846,flow,1,0.9597818436
6.1,58.2,228.6,30,water,3.846,flow,0.9920634922,1
10.4,148.5,203.4,31,water,3.846,flow,0.411111111,0.00943204789
10.4,148.5,203.4,31,water,3.846,flow,0.4444444443,0.01368173765
10.4,148.5,203.4,31,water,3.846,flow,0.4777777777,0.01686607819
10.4,148.5,203.4,31,water,3.846,flow,0.5111111111,0.02111576795
10.4,148.5,203.4,31,water,3.846,flow,0.5333333332,0.02750005854
10.4,148.5,203.4,31,water,3.846,flow,0.6888888888,0.04022961594
10.4,148.5,203.4,31,water,3.846,flow,0.7666666665,0.08281626825
10.4,148.5,203.4,31,water,3.846,flow,0.8333333332,0.1648247443
10.4,148.5,203.4,31,water,3.846,flow,0.8888888887,0.2500331702
10.4,148.5,203.4,31,water,3.846,flow,0.8888888887,0.3363264574
10.4,148.5,203.4,31,water,3.846,flow,0.8777777778,0.4162315516
10.4,148.5,203.4,31,water,3.846,flow,0.8999999999,0.5003863355
10.4,148.5,203.4,31,water,3.846,flow,0.9111111111,0.5813489742
10.4,148.5,203.4,31,water,3.846,flow,0.9444444445,0.6686959034
10.4,148.5,203.4,31,water,3.846,flow,0.9444444445,0.7464663968
10.4,148.5,203.4,31,water,3.846,flow,0.9888888888,0.8316787252
10.4,148.5,203.4,31,water,3.846,flow,1,0.9158374111
10.4,148.5,203.4,31,water,3.846,flow,1,1
1.4,0.199,300,6.5,water,0.02225,flow,0.6710718203,1
1.4,0.199,300,6.5,water,0.02225,flow,0.6886929927,1
1.4,0.199,300,6.5,water,0.02225,flow,0.7063141651,1
1.4,0.199,300,6.5,water,0.02225,flow,0.725403722,1
1.4,0.199,300,6.5,water,0.02225,flow,0.744493279,0.9824562912
1.4,0.199,300,6.5,water,0.02225,flow,0.7621144514,0.964910863
1.4,0.199,300,6.5,water,0.02225,flow,0.7812040084,0.964910863
1.4,0.199,300,6.5,water,0.02225,flow,0.7988251808,0.9473671542
1.4,0.199,300,6.5,water,0.02225,flow,0.8164463532,0.9298234454
1.4,0.199,300,6.5,water,0.02225,flow,0.8355359101,0.9122797365
1.4,0.199,300,6.5,water,0.02225,flow,0.8546254671,0.8771923189
1.4,0.199,300,6.5,water,0.02225,flow,0.8722466395,0.85964861
1.4,0.199,300,6.5,water,0.02225,flow,0.8898678119,0.8070174835
1.4,0.199,300,6.5,water,0.02225,flow,0.9089573689,0.7894737747
1.4,0.199,300,6.5,water,0.02225,flow,0.9265785413,0.7368409289
1.4,0.199,300,6.5,water,0.02225,flow,0.9456680982,0.6842098024
1.4,0.199,300,6.5,water,0.02225,flow,0.9632892706,0.6140349671
1.4,0.199,300,6.5,water,0.02225,flow,0.9809101641,0.5263147036
1.4,0.199,300,6.5,water,0.02225,flow,1,0.4035087418
1.01,0.0286,571,2,water,0.00966,flow,0.4919093214,1
1.01,0.0286,571,2,water,0.00966,flow,0.563106432,1
1.01,0.0286,571,2,water,0.00966,flow,0.6375403058,0.9968553711
1.01,0.0286,571,2,water,0.00966,flow,0.7087380312,0.9937107422
1.01,0.0286,571,2,water,0.00966,flow,0.7831712902,0.9905661133
1.01,0.0286,571,2,water,0.00966,flow,0.8511328672,0.9811319185
1.01,0.0286,571,2,water,0.00966,flow,0.9288022746,0.9685534029
1.01,0.0286,571,2,water,0.00966,flow,1,0.9528302585
1,0.9,411,30,water,54.55,flow,1,1
1,0.9,411,30,water,54.55,flow,0.904382939,0.844444
1,0.9,411,30,water,54.55,flow,0.7569721717,0.888889
1,0.9,411,30,water,54.55,flow,0.6055777373,0.888889
1,0.9,411,30,water,54.55,flow,0.4103589425,0.8
1,0.9,411,30,water,54.55,flow,0.2071718077,0.577778
1.46,0.139,502,12.3,water,0.02225,flow,1,1
1.46,0.139,502,12.3,water,0.02225,flow,0.9922078,1.000149656
1.46,0.139,502,12.3,water,0.02225,flow,0.9844156,1.011884483
1.46,0.139,502,12.3,water,0.02225,flow,0.9727273,1.012108968
1.46,0.139,502,12.3,water,0.02225,flow,0.9785714,1.011998926
1.46,0.139,502,12.3,water,0.02225,flow,0.9649351,1.023843794
1.46,0.139,502,12.3,water,0.02225,flow,0.9590909,1.023958237
1.46,0.139,502,12.3,water,0.02225,flow,0.9532468,1.035653448
1.46,0.139,502,12.3,water,0.02225,flow,0.9454545,1.035803105
1.46,0.139,502,12.3,water,0.02225,flow,0.9376623,1.035952761
1.46,0.139,502,12.3,water,0.02225,flow,0.9279221,1.036142033
1.46,0.139,502,12.3,water,0.02225,flow,0.9220779,1.036256476
1.46,0.139,502,12.3,water,0.02225,flow,0.9181818,1.059497242
1.46,0.139,502,12.3,water,0.02225,flow,0.9103896,1.048066131
1.46,0.139,502,12.3,water,0.02225,flow,0.9025974,1.048215787
1.46,0.139,502,12.3,water,0.02225,flow,0.8948052,1.059950613
1.46,0.139,502,12.3,water,0.02225,flow,0.887013,1.06010027
1.46,0.139,502,12.3,water,0.02225,flow,0.8792208,1.060249926
1.46,0.139,502,12.3,water,0.02225,flow,0.8714286,1.071984753
1.46,0.139,502,12.3,water,0.02225,flow,0.8636364,1.072134409
1.46,0.139,502,12.3,water,0.02225,flow,0.8538961,1.083904449
1.46,0.139,502,12.3,water,0.02225,flow,0.8461039,1.084054105
1.46,0.139,502,12.3,water,0.02225,flow,0.8402597,1.095753718
1.46,0.139,502,12.3,water,0.02225,flow,0.8246753,1.096053031
1.46,0.139,502,12.3,water,0.02225,flow,0.8324675,1.084318205
1.46,0.139,502,12.3,water,0.02225,flow,0.8168831,1.096202688
1.46,0.139,502,12.3,water,0.02225,flow,0.8090909,1.107937514
1.46,0.139,502,12.3,water,0.02225,flow,0.8032468,1.108047556
1.46,0.139,502,12.3,water,0.02225,flow,0.7935065,1.108236827
1.46,0.139,502,12.3,water,0.02225,flow,0.7857143,1.119971653
1.46,0.139,502,12.3,water,0.02225,flow,0.7779221,1.12012131
1.46,0.139,502,12.3,water,0.02225,flow,0.7701299,1.120270966
1.46,0.139,502,12.3,water,0.02225,flow,0.7642857,1.131966178
1.46,0.139,502,12.3,water,0.02225,flow,0.7525974,1.132195064
1.46,0.139,502,12.3,water,0.02225,flow,0.7467532,1.132305105
1.46,0.139,502,12.3,water,0.02225,flow,0.7331169,1.144154375
1.46,0.139,502,12.3,water,0.02225,flow,0.738961,1.132459164
1.46,0.139,502,12.3,water,0.02225,flow,0.7233766,1.155924415
1.46,0.139,502,12.3,water,0.02225,flow,0.7097403,1.167769283
1.46,0.139,502,12.3,water,0.02225,flow,0.7175325,1.156038858
1.46,0.139,502,12.3,water,0.02225,flow,0.7019481,1.167923341
1.46,0.139,502,12.3,water,0.02225,flow,0.6941558,1.168072997
1.46,0.139,502,12.3,water,0.02225,flow,0.6844156,1.168262269
1.46,0.139,502,12.3,water,0.02225,flow,0.6766234,1.179992693
1.46,0.139,502,12.3,water,0.02225,flow,0.662987,1.191841963
1.46,0.139,502,12.3,water,0.02225,flow,0.6688312,1.18014235
1.46,0.139,502,12.3,water,0.02225,flow,0.6493506,1.192101661
1.46,0.139,502,12.3,water,0.02225,flow,0.6571429,1.191952004
1.46,0.139,502,12.3,water,0.02225,flow,0.6396104,1.192290932
1.46,0.139,502,12.3,water,0.02225,flow,0.6220779,1.20421503
1.46,0.139,502,12.3,water,0.02225,flow,0.6298701,1.192480204
1.46,0.139,502,12.3,water,0.02225,flow,0.6142857,1.204364686
1.46,0.139,502,12.3,water,0.02225,flow,0.6045455,1.204553958
1.46,0.139,502,12.3,water,0.02225,flow,0.5928571,1.216359211
1.46,0.139,502,12.3,water,0.02225,flow,0.5831169,1.228133652
1.46,0.139,502,12.3,water,0.02225,flow,0.5753247,1.228283308
1.46,0.139,502,12.3,water,0.02225,flow,0.5655844,1.22847258
1.46,0.139,502,12.3,water,0.02225,flow,0.5519481,1.240317448
1.46,0.139,502,12.3,water,0.02225,flow,0.5597403,1.228582621
1.46,0.139,502,12.3,water,0.02225,flow,0.5422078,1.252087487
1.46,0.139,502,12.3,water,0.02225,flow,0.5324675,1.252276759
1.46,0.139,502,12.3,water,0.02225,flow,0.5227273,1.25246603
1.46,0.139,502,12.3,water,0.02225,flow,0.512987,1.2526509
1.46,0.139,502,12.3,water,0.02225,flow,0.5012987,1.252879786
1.46,0.139,502,12.3,water,0.02225,flow,0.5071429,1.252765343
1.46,0.139,502,12.3,water,0.02225,flow,0.4876623,1.264724654
1.46,0.139,502,12.3,water,0.02225,flow,0.4935065,1.253029443
1.46,0.139,502,12.3,water,0.02225,flow,0.4642857,1.276758793
1.46,0.139,502,12.3,water,0.02225,flow,0.4681818,1.265103197
1.46,0.139,502,12.3,water,0.02225,flow,0.475974,1.264949139
1.46,0.139,502,12.3,water,0.02225,flow,0.4584416,1.265288067
1.46,0.139,502,12.3,water,0.02225,flow,0.4428571,1.277172549
1.46,0.139,502,12.3,water,0.02225,flow,0.4311688,1.277397034
1.46,0.139,502,12.3,water,0.02225,flow,0.4506494,1.265437723
1.46,0.139,502,12.3,water,0.02225,flow,0.4194805,1.27762592
1.46,0.139,502,12.3,water,0.02225,flow,0.4097403,1.27781079
1.46,0.139,502,12.3,water,0.02225,flow,0.4,1.278000062
1.46,0.139,502,12.3,water,0.02225,flow,0.3922078,1.289734888
1.46,0.139,502,12.3,water,0.02225,flow,0.3844156,1.289884544
1.46,0.139,502,12.3,water,0.02225,flow,0.3766234,1.290034201
1.46,0.139,502,12.3,water,0.02225,flow,0.3688312,1.290183857
1.46,0.139,502,12.3,water,0.02225,flow,0.3571429,1.290412744
1.46,0.139,502,12.3,water,0.02225,flow,0.3493506,1.2905624
1.46,0.139,502,12.3,water,0.02225,flow,0.3415584,1.279131288
1.46,0.139,502,12.3,water,0.02225,flow,0.3357143,1.27924133
1.46,0.139,502,12.3,water,0.02225,flow,0.3298701,1.279355773
1.46,0.139,502,12.3,water,0.02225,flow,0.3181818,1.279580258
1.46,0.139,502,12.3,water,0.02225,flow,0.3103896,1.279729914
1.46,0.139,502,12.3,water,0.02225,flow,0.3025974,1.279879571
1.46,0.139,502,12.3,water,0.02225,flow,0.2967532,1.279994014
1.46,0.139,502,12.3,water,0.02225,flow,0.2909091,1.268523287
1.46,0.139,502,12.3,water,0.02225,flow,0.2850649,1.26863773
1.46,0.139,502,12.3,water,0.02225,flow,0.2811688,1.257127388
1.46,0.139,502,12.3,water,0.02225,flow,0.2753247,1.257241832
1.46,0.139,502,12.3,water,0.02225,flow,0.2655844,1.257431103
1.46,0.139,502,12.3,water,0.02225,flow,0.2577922,1.257580759
1.46,0.139,502,12.3,water,0.02225,flow,0.25,1.246145246
1.46,0.139,502,12.3,water,0.02225,flow,0.2461039,1.234639306
1.46,0.139,502,12.3,water,0.02225,flow,0.2402597,1.234749347
1.46,0.139,502,12.3,water,0.02225,flow,0.2363636,1.234828577
1.46,0.139,502,12.3,water,0.02225,flow,0.2324675,1.234903406
1.46,0.139,502,12.3,water,0.02225,flow,0.2207792,1.22354272
1.46,0.139,502,12.3,water,0.02225,flow,0.2285714,1.223393064
1.46,0.139,502,12.3,water,0.02225,flow,0.2149351,1.223657163
1.46,0.139,502,12.3,water,0.02225,flow,0.2032468,1.20071571
1.46,0.139,502,12.3,water,0.02225,flow,0.2090909,1.212186437
1.46,0.139,502,12.3,water,0.02225,flow,0.1974026,1.189244983
1.46,0.139,502,12.3,water,0.02225,flow,0.1876623,1.177849085
1.46,0.139,502,12.3,water,0.02225,flow,0.1818182,1.166378358
1.46,0.139,502,12.3,water,0.02225,flow,0.1720779,1.143401691
1.46,0.139,502,12.3,water,0.02225,flow,0.1623377,1.143590963
1.46,0.139,502,12.3,water,0.02225,flow,0.1467532,1.097558399
1.46,0.139,502,12.3,water,0.02225,flow,0.1545455,1.120574681
1.46,0.139,502,12.3,water,0.02225,flow,0.138961,1.097708055
1.46,0.139,502,12.3,water,0.02225,flow,0.1311688,1.051525836
1.46,0.139,502,12.3,water,0.02225,flow,0.1233766,1.040090322
1.46,0.139,502,12.3,water,0.02225,flow,0.1175325,1.028619595
1.46,0.139,502,12.3,water,0.02225,flow,0.1116883,1.028734038
1.46,0.139,502,12.3,water,0.02225,flow,0.1077922,1.005642929
1.46,0.139,502,12.3,water,0.02225,flow,0.1,0.9826266468
1.46,0.139,502,12.3,water,0.02225,flow,0.0941558,0.9595707501
1.46,0.139,502,12.3,water,0.02225,flow,0.0902597,0.9364796401
1.46,0.139,502,12.3,water,0.02225,flow,0.0863636,0.9249737001
1.46,0.139,502,12.3,water,0.02225,flow,0.0824675,0.9134633584
1.46,0.139,502,12.3,water,0.02225,flow,0.0785714,0.8903722484
1.46,0.139,502,12.3,water,0.02225,flow,0.0727273,0.8673207534
1.46,0.139,502,12.3,water,0.02225,flow,0.0668831,0.8442648567
1.46,0.139,502,12.3,water,0.02225,flow,0.062987,0.7980078085
1.46,0.139,502,12.3,water,0.02225,flow,0.0571429,0.7749519119
1.46,0.139,502,12.3,water,0.02225,flow,0.0532468,0.7518608019
1.46,0.139,502,12.3,water,0.02225,flow,0.0454545,0.7288445202
1.46,0.139,502,12.3,water,0.02225,flow,0.0454545,0.705678582
1.46,0.139,502,12.3,water,0.02225,flow,0.0396104,0.671041917
1.46,0.139,502,12.3,water,0.02225,flow,0.0318182,0.6132745272
1.46,0.139,502,12.3,water,0.02225,flow,0.0337662,0.6364052521
1.46,0.139,502,12.3,water,0.02225,flow,0.0298701,0.5669822657
1.46,0.139,502,12.3,water,0.02225,flow,0.024026,0.543926369
1.46,0.139,502,12.3,water,0.02225,flow,0.0220779,0.4976297059
1.46,0.139,502,12.3,water,0.02225,flow,0.0181818,0.474538596
1.46,0.139,502,12.3,water,0.02225,flow,0.0142857,0.4051156096
1.46,0.139,502,12.3,water,0.02225,flow,0.0123377,0.3819848847
1.46,0.139,502,12.3,water,0.02225,flow,0.0084416,0.3357278365
1.46,0.139,502,12.3,water,0.02225,flow,0.0064935,0.2894311734
1.46,0.139,502,12.3,water,0.02225,flow,0.0162338,0.4398271028
1.46,0.139,502,12.3,water,0.02225,flow,0.0045455,0.2547196803
1.46,0.201,501,12.3,water,0.02225,flow,1,1
1.46,0.201,501,12.3,water,0.02225,flow,0.9921773221,1.000328439
1.46,0.201,501,12.3,water,0.02225,flow,0.9765319662,1.000994977
1.46,0.201,501,12.3,water,0.02225,flow,0.9687092883,1.001323416
1.46,0.201,501,12.3,water,0.02225,flow,0.9550195517,1.027318393
1.46,0.201,501,12.3,water,0.02225,flow,0.9628422296,1.026989954
1.46,0.201,501,12.3,water,0.02225,flow,0.9843546441,1.000666538
1.46,0.201,501,12.3,water,0.02225,flow,0.9432855348,1.05323609
1.46,0.201,501,12.3,water,0.02225,flow,0.9315515179,1.028313369
1.46,0.201,501,12.3,water,0.02225,flow,0.9237288399,1.054066847
1.46,0.201,501,12.3,water,0.02225,flow,0.9139504423,1.054472566
1.46,0.201,501,12.3,water,0.02225,flow,0.9061277644,1.054801005
1.46,0.201,501,12.3,water,0.02225,flow,0.8983050864,1.080554482
1.46,0.201,501,12.3,water,0.02225,flow,0.8885266888,1.080969861
1.46,0.201,501,12.3,water,0.02225,flow,0.8787483916,1.08138524
1.46,0.201,501,12.3,water,0.02225,flow,0.8709257137,1.107129057
1.46,0.201,501,12.3,water,0.02225,flow,0.865058655,1.107380216
1.46,0.201,501,12.3,water,0.02225,flow,0.8533246381,1.107872875
1.46,0.201,501,12.3,water,0.02225,flow,0.8435462405,1.133713292
1.46,0.201,501,12.3,water,0.02225,flow,0.8337679433,1.159544049
1.46,0.201,501,12.3,water,0.02225,flow,0.8200782067,1.160123648
1.46,0.201,501,12.3,water,0.02225,flow,0.8083441898,1.160616306
1.46,0.201,501,12.3,water,0.02225,flow,0.7985657922,1.186447063
1.46,0.201,501,12.3,water,0.02225,flow,0.7868317753,1.186949382
1.46,0.201,501,12.3,water,0.02225,flow,0.7770534781,1.212780139
1.46,0.201,501,12.3,water,0.02225,flow,0.7653194612,1.213272798
1.46,0.201,501,12.3,water,0.02225,flow,0.7594524025,1.213523957
1.46,0.201,501,12.3,water,0.02225,flow,0.7516297246,1.239267774
1.46,0.201,501,12.3,water,0.02225,flow,0.7398957077,1.265185471
1.46,0.201,501,12.3,water,0.02225,flow,0.7203390128,1.266016229
1.46,0.201,501,12.3,water,0.02225,flow,0.7281616908,1.26568779
1.46,0.201,501,12.3,water,0.02225,flow,0.7027379373,1.292175425
1.46,0.201,501,12.3,water,0.02225,flow,0.7105606152,1.291846986
1.46,0.201,501,12.3,water,0.02225,flow,0.6949152593,1.317928903
1.46,0.201,501,12.3,water,0.02225,flow,0.6831812424,1.318421561
1.46,0.201,501,12.3,water,0.02225,flow,0.6714472255,1.344339258
1.46,0.201,501,12.3,water,0.02225,flow,0.6636245476,1.344667697
1.46,0.201,501,12.3,water,0.02225,flow,0.65384615,1.370508114
1.46,0.201,501,12.3,water,0.02225,flow,0.6440677524,1.396338872
1.46,0.201,501,12.3,water,0.02225,flow,0.6303781162,1.39691847
1.46,0.201,501,12.3,water,0.02225,flow,0.6362450744,1.396667311
1.46,0.201,501,12.3,water,0.02225,flow,0.6205997186,1.422749227
1.46,0.201,501,12.3,water,0.02225,flow,0.6108214213,1.448579985
1.46,0.201,501,12.3,water,0.02225,flow,0.6029987434,1.448908423
1.46,0.201,501,12.3,water,0.02225,flow,0.5971316848,1.474584621
1.46,0.201,501,12.3,water,0.02225,flow,0.5795306092,1.475328439
1.46,0.201,501,12.3,water,0.02225,flow,0.5893090068,1.47491306
1.46,0.201,501,12.3,water,0.02225,flow,0.569752312,1.501159196
1.46,0.201,501,12.3,water,0.02225,flow,0.561929634,1.526912674
1.46,0.201,501,12.3,water,0.02225,flow,0.5521512364,1.527318393
1.46,0.201,501,12.3,water,0.02225,flow,0.5404172195,1.578661128
1.46,0.201,501,12.3,water,0.02225,flow,0.5247718637,1.604743045
1.46,0.201,501,12.3,water,0.02225,flow,0.5325945416,1.578989567
1.46,0.201,501,12.3,water,0.02225,flow,0.514993466,1.630573802
1.46,0.201,501,12.3,water,0.02225,flow,0.5071707881,1.630902241
1.46,0.201,501,12.3,water,0.02225,flow,0.4934810515,1.682322257
1.46,0.201,501,12.3,water,0.02225,flow,0.4739243567,1.708568393
1.46,0.201,501,12.3,water,0.02225,flow,0.4817470346,1.682814915
1.46,0.201,501,12.3,water,0.02225,flow,0.4641460595,1.73439915
1.46,0.201,501,12.3,water,0.02225,flow,0.4543676618,1.760239567
1.46,0.201,501,12.3,water,0.02225,flow,0.4465449839,1.785993045
1.46,0.201,501,12.3,water,0.02225,flow,0.430899628,1.812065301
1.46,0.201,501,12.3,water,0.02225,flow,0.4367665863,1.786398764
1.46,0.201,501,12.3,water,0.02225,flow,0.4211212304,1.837905719
1.46,0.201,501,12.3,water,0.02225,flow,0.4132985525,1.863649536
1.46,0.201,501,12.3,water,0.02225,flow,0.4054758746,1.863987635
1.46,0.201,501,12.3,water,0.02225,flow,0.3976531966,1.889731453
1.46,0.201,501,12.3,water,0.02225,flow,0.3644067652,1.992822643
1.46,0.201,501,12.3,water,0.02225,flow,0.3702738238,1.992571484
1.46,0.201,501,12.3,water,0.02225,flow,0.3898305187,1.91548493
1.46,0.201,501,12.3,water,0.02225,flow,0.3898305187,1.91548493
1.46,0.201,501,12.3,water,0.02225,flow,0.3800521211,1.966740726
1.46,0.201,501,12.3,water,0.02225,flow,0.3507170286,2.01881762
1.46,0.201,501,12.3,water,0.02225,flow,0.3565840873,1.993151082
1.46,0.201,501,12.3,water,0.02225,flow,0.3389830117,2.044735317
1.46,0.201,501,12.3,water,0.02225,flow,0.3272489948,2.070653014
1.46,0.201,501,12.3,water,0.02225,flow,0.3194263169,2.096406491
1.46,0.201,501,12.3,water,0.02225,flow,0.3096480196,2.147662287
1.46,0.201,501,12.3,water,0.02225,flow,0.299869622,2.148068006
1.46,0.201,501,12.3,water,0.02225,flow,0.2900912244,2.199323802
1.46,0.201,501,12.3,water,0.02225,flow,0.2803129272,2.225164219
1.46,0.201,501,12.3,water,0.02225,flow,0.2666231906,2.251159196
1.46,0.201,501,12.3,water,0.02225,flow,0.2568448934,2.276989954
1.46,0.201,501,12.3,water,0.02225,flow,0.2470664958,2.32824575
1.46,0.201,501,12.3,water,0.02225,flow,0.2372880982,2.328661128
1.46,0.201,501,12.3,water,0.02225,flow,0.2275098009,2.354491886
1.46,0.201,501,12.3,water,0.02225,flow,0.219687123,2.354820325
1.46,0.201,501,12.3,water,0.02225,flow,0.2118644451,2.405998841
1.46,0.201,501,12.3,water,0.02225,flow,0.2020860474,2.40640456
1.46,0.201,501,12.3,water,0.02225,flow,0.1903520305,2.432322257
1.46,0.201,501,12.3,water,0.02225,flow,0.1805736329,2.458162674
1.46,0.201,501,12.3,water,0.02225,flow,0.168839616,2.458655332
1.46,0.201,501,12.3,water,0.02225,flow,0.1531942602,2.484737249
1.46,0.201,501,12.3,water,0.02225,flow,0.1629726578,2.48432187
1.46,0.201,501,12.3,water,0.02225,flow,0.1434158625,2.510568006
1.46,0.201,501,12.3,water,0.02225,flow,0.1297262264,2.460307187
1.46,0.201,501,12.3,water,0.02225,flow,0.1375489043,2.510819165
1.46,0.201,501,12.3,water,0.02225,flow,0.1199478287,2.460712906
1.46,0.201,501,12.3,water,0.02225,flow,0.1082138118,2.461215224
1.46,0.201,501,12.3,water,0.02225,flow,0.09647979493,2.385442427
1.46,0.201,501,12.3,water,0.02225,flow,0.08474577803,2.360519706
1.46,0.201,501,12.3,water,0.02225,flow,0.07301176112,2.284746909
1.46,0.201,501,12.3,water,0.02225,flow,0.06518908319,2.208819552
1.46,0.201,501,12.3,water,0.02225,flow,0.04954362692,2.056955178
1.46,0.201,501,12.3,water,0.02225,flow,0.05345506628,2.107631376
1.46,0.201,501,12.3,water,0.02225,flow,0.05736640525,2.158307573
1.46,0.201,501,12.3,water,0.02225,flow,0.04172094899,1.955602782
1.46,0.201,501,12.3,water,0.02225,flow,0.03389827105,1.854240726
1.46,0.201,501,12.3,water,0.02225,flow,0.02216425415,1.549690881
1.46,0.201,501,12.3,water,0.02225,flow,0.02607559312,1.651207496
1.46,0.201,501,12.3,water,0.02225,flow,0.02998693209,1.727308733
1.46,0.201,501,12.3,water,0.02225,flow,0.01434157622,1.219542117
1.46,0.201,501,12.3,water,0.02225,flow,0.01434157622,1.295807573
1.46,0.201,501,12.3,water,0.02225,flow,0.01825291518,1.422749227
1.46,0.201,501,12.3,water,0.02225,flow,0.00651889828,0.9402434312
1.46,0.201,501,12.3,water,0.02225,flow,0.008474617959,1.067272025
1.46,0.201,501,12.3,water,0.02225,flow,0.004563278991,0.787799459
1.46,0.2,301,11.8,water,0.02225,flow,1,0.6675674529
1.46,0.2,301,11.8,water,0.02225,flow,0.9941444929,0.6739767694
1.46,0.2,301,11.8,water,0.02225,flow,0.9863370833,0.6740179713
1.46,0.2,301,11.8,water,0.02225,flow,0.9785296737,0.6804369823
1.46,0.2,301,11.8,water,0.02225,flow,0.9668185592,0.680499997
1.46,0.2,301,11.8,water,0.02225,flow,0.9590111496,0.686919008
1.46,0.2,301,11.8,water,0.02225,flow,0.9492518375,0.6901594149
1.46,0.2,301,11.8,water,0.02225,flow,0.9394925254,0.6965893323
1.46,0.2,301,11.8,water,0.02225,flow,0.9316851158,0.6998200447
1.46,0.2,301,11.8,water,0.02225,flow,0.9219259039,0.7062499621
1.46,0.2,301,11.8,water,0.02225,flow,0.9141184942,0.706291164
1.46,0.2,301,11.8,water,0.02225,flow,0.9063110846,0.712710175
1.46,0.2,301,11.8,water,0.02225,flow,0.8965517725,0.7191400925
1.46,0.2,301,11.8,water,0.02225,flow,0.8867924604,0.7223804994
1.46,0.2,301,11.8,water,0.02225,flow,0.8770332485,0.7224326077
1.46,0.2,301,11.8,water,0.02225,flow,0.8731295437,0.7288310177
1.46,0.2,301,11.8,water,0.02225,flow,0.865322134,0.7320617301
1.46,0.2,301,11.8,water,0.02225,flow,0.8536110196,0.7385025539
1.46,0.2,301,11.8,water,0.02225,flow,0.8594665267,0.7352815361
1.46,0.2,301,11.8,water,0.02225,flow,0.8458035098,0.7449215649
1.46,0.2,301,11.8,water,0.02225,flow,0.8379961002,0.7449627668
1.46,0.2,301,11.8,water,0.02225,flow,0.8262849858,0.7514035906
1.46,0.2,301,11.8,water,0.02225,flow,0.8321405931,0.7513720833
1.46,0.2,301,11.8,water,0.02225,flow,0.8106701666,0.7578638035
1.46,0.2,301,11.8,water,0.02225,flow,0.8204294787,0.7578116953
1.46,0.2,301,11.8,water,0.02225,flow,0.8009108544,0.764293721
1.46,0.2,301,11.8,water,0.02225,flow,0.7931034448,0.770712732
1.46,0.2,301,11.8,water,0.02225,flow,0.7833442329,0.7771426494
1.46,0.2,301,11.8,water,0.02225,flow,0.7735849208,0.7803830563
1.46,0.2,301,11.8,water,0.02225,flow,0.7638257089,0.7836246751
1.46,0.2,301,11.8,water,0.02225,flow,0.7560182992,0.7868541756
1.46,0.2,301,11.8,water,0.02225,flow,0.7462589871,0.7964736035
1.46,0.2,301,11.8,water,0.02225,flow,0.7325959702,0.8029241219
1.46,0.2,301,11.8,water,0.02225,flow,0.7208848558,0.8061754352
1.46,0.2,301,11.8,water,0.02225,flow,0.7130774462,0.8125944462
1.46,0.2,301,11.8,water,0.02225,flow,0.7013663318,0.8190340582
1.46,0.2,301,11.8,water,0.02225,flow,0.6935589221,0.8222647706
1.46,0.2,301,11.8,water,0.02225,flow,0.6857515125,0.8286849934
1.46,0.2,301,11.8,water,0.02225,flow,0.6798959052,0.8287152889
1.46,0.2,301,11.8,water,0.02225,flow,0.6720884956,0.8351355118
1.46,0.2,301,11.8,water,0.02225,flow,0.664281086,0.8383650123
1.46,0.2,301,11.8,water,0.02225,flow,0.6603773812,0.8415751238
1.46,0.2,301,11.8,water,0.02225,flow,0.6506180691,0.8448155307
1.46,0.2,301,11.8,water,0.02225,flow,0.6428106594,0.8512357535
