pressure(bar),heat flux(kW/m2),mass fluxkg/(m2⋅s),sub cooling,fluid,channel dia(mm),flow/pool,d/dMax,t/tMax
1.46,0.2,301,11.8,water,0.02225,flow,0.6330514475,0.8544761605
1.46,0.2,301,11.8,water,0.02225,flow,0.6252440379,0.8608951715
1.46,0.2,301,11.8,water,0.02225,flow,0.6154847258,0.8673250889
1.46,0.2,301,11.8,water,0.02225,flow,0.6076773162,0.8705558013
1.46,0.2,301,11.8,water,0.02225,flow,0.5998699066,0.8769748123
1.46,0.2,301,11.8,water,0.02225,flow,0.592062497,0.8802055247
1.46,0.2,301,11.8,water,0.02225,flow,0.5842550873,0.8802467266
1.46,0.2,301,11.8,water,0.02225,flow,0.5764476777,0.8866657376
1.46,0.2,301,11.8,water,0.02225,flow,0.5686402681,0.8930859605
1.46,0.2,301,11.8,water,0.02225,flow,0.5569291537,0.8963372738
1.46,0.2,301,11.8,water,0.02225,flow,0.5471698416,0.9027671912
1.46,0.2,301,11.8,water,0.02225,flow,0.5374105295,0.9091958968
1.46,0.2,301,11.8,water,0.02225,flow,0.5315550223,0.9124169146
1.46,0.2,301,11.8,water,0.02225,flow,0.5217957102,0.9156573215
1.46,0.2,301,11.8,water,0.02225,flow,0.5139883006,0.9220763325
1.46,0.2,301,11.8,water,0.02225,flow,0.506180891,0.9253070449
1.46,0.2,301,11.8,water,0.02225,flow,0.4964215789,0.934925261
1.46,0.2,301,11.8,water,0.02225,flow,0.486662367,0.9381668797
1.46,0.2,301,11.8,water,0.02225,flow,0.4788549573,0.9413975921
1.46,0.2,301,11.8,water,0.02225,flow,0.4710475477,0.9478166031
1.46,0.2,301,11.8,water,0.02225,flow,0.4632401381,0.9510473155
1.46,0.2,301,11.8,water,0.02225,flow,0.4554327285,0.9510885174
1.46,0.2,301,11.8,water,0.02225,flow,0.4476252187,0.9575075284
1.46,0.2,301,11.8,water,0.02225,flow,0.4398178091,0.9575487303
1.46,0.2,301,11.8,water,0.02225,flow,0.433962302,0.9639580468
1.46,0.2,301,11.8,water,0.02225,flow,0.4281066947,0.9671778528
1.46,0.2,301,11.8,water,0.02225,flow,0.4144437779,0.9704400725
1.46,0.2,301,11.8,water,0.02225,flow,0.4046844658,0.9768699899
1.46,0.2,301,11.8,water,0.02225,flow,0.3968770562,0.9769111918
1.46,0.2,301,11.8,water,0.02225,flow,0.3871177441,0.9833411092
1.46,0.2,301,11.8,water,0.02225,flow,0.3754066297,0.9865912107
1.46,0.2,301,11.8,water,0.02225,flow,0.3695511225,0.9898122285
1.46,0.2,301,11.8,water,0.02225,flow,0.3617437129,0.993041729
1.46,0.2,301,11.8,water,0.02225,flow,0.3500324983,0.9931047437
1.46,0.2,301,11.8,water,0.02225,flow,0.3558881056,0.9930732363
1.46,0.2,301,11.8,water,0.02225,flow,0.3324658768,0.999575863
1.46,0.2,301,11.8,water,0.02225,flow,0.3422250887,0.9963342442
1.46,0.2,301,11.8,water,0.02225,flow,0.3227065647,0.9996267594
1.46,0.2,301,11.8,water,0.02225,flow,0.314899155,1.002857472
1.46,0.2,301,11.8,water,0.02225,flow,0.3031880406,1.002919275
1.46,0.2,301,11.8,water,0.02225,flow,0.295380631,1.002961688
1.46,0.2,301,11.8,water,0.02225,flow,0.2856213189,1.003012585
1.46,0.2,301,11.8,water,0.02225,flow,0.2739102045,1.003075599
1.46,0.2,301,11.8,water,0.02225,flow,0.002602469872,0.2263982889
1.46,0.2,301,11.8,water,0.02225,flow,0.006506174679,0.2391333063
1.46,0.2,301,11.8,water,0.02225,flow,0.006506174679,0.2518901364
1.46,0.2,301,11.8,water,0.02225,flow,0.006506174679,0.2646457547
1.46,0.2,301,11.8,water,0.02225,flow,0.006506174679,0.2805908835
1.46,0.2,301,11.8,water,0.02225,flow,0.00845807718,0.2965251059
1.46,0.2,301,11.8,water,0.02225,flow,0.00845807718,0.3188480438
1.46,0.2,301,11.8,water,0.02225,flow,0.01040987949,0.3411612872
1.46,0.2,301,11.8,water,0.02225,flow,0.01431358429,0.3538963046
1.46,0.2,301,11.8,water,0.02225,flow,0.01431358429,0.3666519229
1.46,0.2,301,11.8,water,0.02225,flow,0.01431358429,0.379408753
1.46,0.2,301,11.8,water,0.02225,flow,0.01626548679,0.3953429754
1.46,0.2,301,11.8,water,0.02225,flow,0.01626548679,0.4144764028
1.46,0.2,301,11.8,water,0.02225,flow,0.0182172891,0.4336001357
1.46,0.2,301,11.8,water,0.02225,flow,0.0201691916,0.4495355699
1.46,0.2,301,11.8,water,0.02225,flow,0.02212099391,0.4590919832
1.46,0.2,301,11.8,water,0.02225,flow,0.02407289641,0.4782157161
1.46,0.2,301,11.8,water,0.02225,flow,0.02602469872,0.497339449
1.46,0.2,301,11.8,water,0.02225,flow,0.02797660122,0.5068958622
1.46,0.2,301,11.8,water,0.02225,flow,0.02992840352,0.519641786
1.46,0.2,301,11.8,water,0.02225,flow,0.03188030602,0.5323864979
1.46,0.2,301,11.8,water,0.02225,flow,0.03383210833,0.5483219321
1.46,0.2,301,11.8,water,0.02225,flow,0.03383210833,0.5642670609
1.46,0.2,301,11.8,water,0.02225,flow,0.03773581314,0.5738125678
1.46,0.2,301,11.8,water,0.02225,flow,0.03968771564,0.5865584915
1.46,0.2,301,11.8,water,0.02225,flow,0.04163951794,0.6088717349
1.46,0.2,301,11.8,water,0.02225,flow,0.04359142045,0.6184281482
1.46,0.2,301,11.8,water,0.02225,flow,0.04554322275,0.6311740719
1.46,0.2,301,11.8,water,0.02225,flow,0.04944692756,0.6502868984
1.46,0.2,301,11.8,water,0.02225,flow,0.05335073256,0.6630219158
1.46,0.2,301,11.8,water,0.02225,flow,0.05335073256,0.6693997249
1.46,0.2,301,11.8,water,0.02225,flow,0.05725443737,0.6853242528
1.46,0.2,301,11.8,water,0.02225,flow,0.05920623968,0.6980701765
1.46,0.2,301,11.8,water,0.02225,flow,0.06115814218,0.7108161002
1.46,0.2,301,11.8,water,0.02225,flow,0.06506184698,0.7267406281
1.46,0.2,301,11.8,water,0.02225,flow,0.0728692566,0.7458328537
1.46,0.2,301,11.8,water,0.02225,flow,0.0748210589,0.7617670761
1.46,0.2,301,11.8,water,0.02225,flow,0.08067666621,0.780870208
1.46,0.2,301,11.8,water,0.02225,flow,0.08458037102,0.7967947359
1.46,0.2,301,11.8,water,0.02225,flow,0.08848407583,0.8127192637
1.46,0.2,301,11.8,water,0.02225,flow,0.09433958294,0.8254433747
1.46,0.2,301,11.8,water,0.02225,flow,0.1001951903,0.8445465066
1.46,0.2,301,11.8,water,0.02225,flow,0.1060507976,0.8508940203
1.46,0.2,301,11.8,water,0.02225,flow,0.1080025999,0.8636387322
1.46,0.2,301,11.8,water,0.02225,flow,0.1138582072,0.8699862458
1.46,0.2,301,11.8,water,0.02225,flow,0.1197137143,0.8890893778
1.46,0.2,301,11.8,water,0.02225,flow,0.1275211239,0.8986142837
1.46,0.2,301,11.8,water,0.02225,flow,0.1333767312,0.908150096
1.46,0.2,301,11.8,water,0.02225,flow,0.1392322383,0.9144976097
1.46,0.2,301,11.8,water,0.02225,flow,0.1431359431,0.927232627
1.46,0.2,301,11.8,water,0.02225,flow,0.1489915504,0.9335801407
1.46,0.2,301,11.8,water,0.02225,flow,0.1567989601,0.939916748
1.46,0.2,301,11.8,water,0.02225,flow,0.1626545674,0.9526408589
1.46,0.2,301,11.8,water,0.02225,flow,0.1685100745,0.9557988621
1.46,0.2,301,11.8,water,0.02225,flow,0.1782693866,0.9653140735
1.46,0.2,301,11.8,water,0.02225,flow,0.1860767962,0.9716506807
1.46,0.2,301,11.8,water,0.02225,flow,0.1919323033,0.9779981944
1.46,0.2,301,11.8,water,0.02225,flow,0.2016916154,0.9843238953
1.46,0.2,301,11.8,water,0.02225,flow,0.2153546324,0.9970080162
1.46,0.2,301,11.8,water,0.02225,flow,0.2251138443,1.000145418
1.46,0.2,301,11.8,water,0.02225,flow,0.2329212539,1.000103005
1.46,0.2,301,11.8,water,0.02225,flow,0.2407286635,1.000061803
1.46,0.2,301,11.8,water,0.02225,flow,0.2641509925,0.9999381972
1.46,0.2,301,11.8,water,0.02225,flow,0.2641509925,0.9999381972
1.46,0.2,301,11.8,water,0.02225,flow,0.2524398781,1
1,0.082,400,8,water,0.465,flow,1,1
1,0.082,400,8,water,0.465,flow,0.9159999866,0.9492865045
1,0.082,400,8,water,0.465,flow,0.8360000538,0.8757402195
1,0.082,400,8,water,0.465,flow,0.744000299,0.8245879371
1,0.082,400,8,water,0.465,flow,0.6639999462,0.797146018
1,0.082,400,8,water,0.465,flow,0.5799999328,0.7464325225
1,0.082,400,8,water,0.465,flow,0.4120000739,0.5527986668
1,0.082,400,8,water,0.465,flow,0.2480000437,0.4054885705
1,0.082,400,8,water,0.465,flow,0.1640000302,0.1934135286
1,0.082,400,8,water,0.465,flow,0.07600002016,0.09637720735
1,0.082,400,8,water,0.465,flow,0.3280000605,0.479033922
1,0.082,400,8,water,0.465,flow,0.4920002587,0.6493962012
3,0.165,400,10,water,0.465,flow,1,1
3,0.165,400,10,water,0.465,flow,0.9686681495,0.992354467
3,0.165,400,10,water,0.465,flow,0.9373366227,0.9921168754
3,0.165,400,10,water,0.465,flow,0.9112270171,1.014134241
3,0.165,400,10,water,0.465,flow,0.8720624468,0.9879156009
3,0.165,400,10,water,0.465,flow,0.8433420425,0.9765882178
3,0.165,400,10,water,0.465,flow,0.8120105157,0.9800521391
3,0.165,400,10,water,0.465,flow,0.7806786652,1.013139633
3,0.165,400,10,water,0.465,flow,0.7467363398,0.9906634704
3,0.165,400,10,water,0.465,flow,0.7154044893,0.9608006672
3,0.165,400,10,water,0.465,flow,0.6814621638,0.9642449258
3,0.165,400,10,water,0.465,flow,0.6475195146,0.9158467026
3,0.165,400,10,water,0.465,flow,0.6161879879,0.8600634779
3,0.165,400,10,water,0.465,flow,0.5822453387,0.8338841635
3,0.165,400,10,water,0.465,flow,0.5509138119,0.7966150574
3,0.165,400,10,water,0.465,flow,0.5195822852,0.7482381356
3,0.165,400,10,water,0.465,flow,0.4882507584,0.714672181
3,0.165,400,10,water,0.465,flow,0.4543081092,0.7070069852
3,0.165,400,10,water,0.465,flow,0.42036546,0.7067497309
3,0.165,400,10,water,0.465,flow,0.3890339333,0.654668019
3,0.165,400,10,water,0.465,flow,0.3577024065,0.621103703
3,0.165,400,10,water,0.465,flow,0.3263708798,0.5986455642
3,0.165,400,10,water,0.465,flow,0.2950391264,0.5354576751
3,0.165,400,10,water,0.465,flow,0.2610965743,0.5092767221
3,0.165,400,10,water,0.465,flow,0.2323759434,0.4831383717
3,0.165,400,10,water,0.465,flow,0.1958224307,0.4310173344
3,0.165,400,10,water,0.465,flow,0.1644908392,0.386343564
3,0.165,400,10,water,0.465,flow,0.1331592477,0.3490744579
3,0.165,400,10,water,0.465,flow,0.09921669564,0.259944846
3,0.165,400,10,water,0.465,flow,0.0704960647,0.1523388023
3,0.165,400,10,water,0.465,flow,0.03916447319,0.03730843155
5,0.165,400,10,water,0.465,flow,1,1
5,0.165,400,10,water,0.465,flow,0.9651473622,0.9705329544
5,0.165,400,10,water,0.465,flow,0.9302947243,0.9896119965
5,0.165,400,10,water,0.465,flow,0.8954420865,0.998981821
5,0.165,400,10,water,0.465,flow,0.8659516998,1.056947138
5,0.165,400,10,water,0.465,flow,0.8337801876,0.9935279043
5,0.165,400,10,water,0.465,flow,0.8016083429,1.017485184
5,0.165,400,10,water,0.465,flow,0.7640749119,0.9685760745
5,0.165,400,10,water,0.465,flow,0.7319033997,0.9973901108
5,0.165,400,10,water,0.465,flow,0.6970507619,0.9679230652
5,0.165,400,10,water,0.465,flow,0.6648792496,0.9967371015
5,0.165,400,10,water,0.465,flow,0.6300266118,0.9866884909
5,0.165,400,10,water,0.465,flow,0.6005362251,0.9427134685
5,0.165,400,10,water,0.465,flow,0.5656835873,0.9035393535
5,0.165,400,10,water,0.465,flow,0.533512075,0.8207016843
5,0.165,400,10,water,0.465,flow,0.4986594372,0.7912346387
5,0.165,400,10,water,0.465,flow,0.4691687181,0.7763851208
5,0.165,400,10,water,0.465,flow,0.4343164127,0.7420656145
5,0.165,400,10,water,0.465,flow,0.4048256936,0.7175068792
5,0.165,400,10,water,0.465,flow,0.3699730558,0.6346434333
5,0.165,400,10,water,0.465,flow,0.3351207504,0.6100309965
5,0.165,400,10,water,0.465,flow,0.3029490054,0.5029224315
5,0.165,400,10,water,0.465,flow,0.2680964673,0.5268560823
5,0.165,400,10,water,0.465,flow,0.2386058479,0.4537534074
5,0.165,400,10,water,0.465,flow,0.2037533099,0.4388501881
5,0.165,400,10,water,0.465,flow,0.1689007718,0.380257638
5,0.165,400,10,water,0.465,flow,0.136729193,0.3119837951
5,0.165,400,10,water,0.465,flow,0.1018766549,0.253393393
5,0.165,400,10,water,0.465,flow,0.07238603554,0.141455996
7,0.165,400,10,water,0.465,flow,1,1
7,0.165,400,10,water,0.465,flow,0.9730391211,1.032971108
7,0.165,400,10,water,0.465,flow,0.9411762918,1.015933007
7,0.165,400,10,water,0.465,flow,0.9142157168,1.043354085
7,0.165,400,10,water,0.465,flow,0.8799017604,1.020736484
7,0.165,400,10,water,0.465,flow,0.8504900583,1.020377942
7,0.165,400,10,water,0.465,flow,0.818627229,1.031089992
7,0.165,400,10,water,0.465,flow,0.791666654,1.030760919
7,0.165,400,10,water,0.465,flow,0.7598038247,1.030375364
7,0.165,400,10,water,0.465,flow,0.7279409955,1.035534927
7,0.165,400,10,water,0.465,flow,0.7009804205,1.00745816
7,0.165,400,10,water,0.465,flow,0.6715684144,0.9627018332
7,0.165,400,10,water,0.465,flow,0.6372547619,0.8956889036
7,0.165,400,10,water,0.465,flow,0.6102941869,0.895359831
7,0.165,400,10,water,0.465,flow,0.5784313577,0.8561240653
7,0.165,400,10,water,0.465,flow,0.5465685284,0.8057882393
7,0.165,400,10,water,0.465,flow,0.5171568262,0.833179848
7,0.165,400,10,water,0.465,flow,0.4877451241,0.7384757063
7,0.165,400,10,water,0.465,flow,0.458333422,0.7381171646
7,0.165,400,10,water,0.465,flow,0.4264705927,0.7432791837
7,0.165,400,10,water,0.465,flow,0.3970588906,0.6763227367
7,0.165,400,10,water,0.465,flow,0.3651960613,0.6481870311
7,0.165,400,10,water,0.465,flow,0.3357843592,0.6145307646
7,0.165,400,10,water,0.465,flow,0.3039215299,0.5419948183
7,0.165,400,10,water,0.465,flow,0.2769607422,0.4806203264
7,0.165,400,10,water,0.465,flow,0.2426470289,0.5024029666
7,0.165,400,10,water,0.465,flow,0.2156862411,0.4798737737
7,0.165,400,10,water,0.465,flow,0.183823503,0.4572880981
7,0.165,400,10,water,0.465,flow,0.1568627153,0.4070112106
7,0.165,400,10,water,0.465,flow,0.1249999772,0.3400277502
7,0.165,400,10,water,0.465,flow,0.09558821429,0.2009258236
7,0.165,400,10,water,0.465,flow,0.06617645137,0.1450694368
7,0.165,400,10,water,0.465,flow,0.03431371327,0.05588585602
7,0.165,400,10,water,0.465,flow,0.004901950356,0.005579499269
3,0.251,694,17,water,0.408,flow,1,1
3,0.251,694,17,water,0.408,flow,0.9721954487,1.014705
3,0.251,694,17,water,0.408,flow,0.9165863462,1.04412
3,0.251,694,17,water,0.408,flow,0.8887524502,1.04412
3,0.251,694,17,water,0.408,flow,0.8329678753,0.985295
3,0.251,694,17,water,0.408,flow,0.7771248495,0.89706
3,0.251,694,17,water,0.408,flow,0.7215156277,0.92647
3,0.251,694,17,water,0.408,flow,0.6659649762,0.985295
3,0.251,694,17,water,0.408,flow,0.6103266481,1
3,0.251,694,17,water,0.408,flow,0.558518293,0.941175
3,0.251,694,17,water,0.408,flow,0.4988159494,0.911765
3,0.251,694,17,water,0.408,flow,0.4430606001,0.867645
3,0.251,694,17,water,0.408,flow,0.391252245,0.808825
3,0.251,694,17,water,0.408,flow,0.3393562134,0.70588
3,0.251,694,17,water,0.408,flow,0.3074876466,0.67647
3,0.251,694,17,water,0.408,flow,0.2515861697,0.558825
3,0.251,694,17,water,0.408,flow,0.1918544813,0.514705
3,0.251,694,17,water,0.408,flow,0.14001702,0.441175
3,0.251,694,17,water,0.408,flow,0.1120077709,0.35294
3,0.251,694,17,water,0.408,flow,0.08420310034,0.367645
3,0.251,694,17,water,0.408,flow,0.05631087256,0.338235
3,0.251,694,17,water,0.408,flow,0.03239486452,0.308825
3,0.2764,951,30,water,0.408,flow,1,1
3,0.2764,951,30,water,0.408,flow,0.9762047366,1.00660161
3,0.2764,951,30,water,0.408,flow,0.9444562235,1.020033347
3,0.2764,951,30,water,0.408,flow,0.9167004875,1.026579943
3,0.2764,951,30,water,0.408,flow,0.8850492596,1.019199682
3,0.2764,951,30,water,0.408,flow,0.8574234848,0.9980025899
3,0.2764,951,30,water,0.408,flow,0.8336930781,0.9907323555
3,0.2764,951,30,water,0.408,flow,0.8018147277,1.031907781
3,0.2764,951,30,water,0.408,flow,0.7741564007,1.017646611
3,0.2764,951,30,water,0.408,flow,0.7465630542,0.989509365
3,0.2764,951,30,water,0.408,flow,0.7148144174,1.002941102
3,0.2764,951,30,water,0.408,flow,0.6872210709,0.974803856
3,0.2764,951,30,water,0.408,flow,0.6596601529,0.9397306882
3,0.2764,951,30,water,0.408,flow,0.6279764966,0.9392863491
3,0.2764,951,30,water,0.408,flow,0.6002207606,0.9458371772
3,0.2764,951,30,water,0.408,flow,0.5724650247,0.9523837736
3,0.2764,951,30,water,0.408,flow,0.5446768603,0.9658705238
3,0.2764,951,30,water,0.408,flow,0.5170835139,0.937733278
3,0.2764,951,30,water,0.408,flow,0.4856271039,0.8887290208
3,0.2764,951,30,water,0.408,flow,0.4577415306,0.9230277691
3,0.2764,951,30,water,0.408,flow,0.4300507752,0.9157025213
3,0.2764,951,30,water,0.408,flow,0.3984969562,0.8875102621
3,0.2764,951,30,water,0.408,flow,0.3709685904,0.8455011722
3,0.2764,951,30,water,0.408,flow,0.3434076723,0.8104280044
3,0.2764,951,30,water,0.408,flow,0.3158467543,0.7753548365
3,0.2764,951,30,water,0.408,flow,0.2845526101,0.6916667372
3,0.2764,951,30,water,0.408,flow,0.2569592636,0.6635294914
3,0.2764,951,30,water,0.408,flow,0.2295606113,0.5937724814
3,0.2764,951,30,water,0.408,flow,0.202356777,0.4823957073
3,0.2764,951,30,water,0.408,flow,0.1708353864,0.4472632942
3,0.2764,951,30,water,0.408,flow,0.1431771832,0.4330021244
3,0.2764,951,30,water,0.408,flow,0.1157785309,0.3632451144
3,0.2764,951,30,water,0.408,flow,0.08419228355,0.3419887773
3,0.2764,951,30,water,0.408,flow,0.0604294485,0.3416586968
3,0.2764,951,30,water,0.408,flow,0.02881077276,0.3273382817
3,0.2962,951,30,water,0.408,flow,1,1
3,0.2962,951,30,water,0.408,flow,0.9725760513,0.9618914894
3,0.2962,951,30,water,0.408,flow,0.94081365,0.9885480088
3,0.2962,951,30,water,0.408,flow,0.9130658975,1.004447695
3,0.2962,951,30,water,0.408,flow,0.884994588,1.074355578
3,0.2962,951,30,water,0.408,flow,0.8534263702,1.068609815
3,0.2962,951,30,water,0.408,flow,0.8297582001,1.062949711
3,0.2962,951,30,water,0.408,flow,0.7982871358,1.04100116
3,0.2962,951,30,water,0.408,flow,0.7706366603,1.040698058
3,0.2962,951,30,water,0.408,flow,0.743018528,1.034995124
3,0.2962,951,30,water,0.408,flow,0.7114826536,1.02384953
3,0.2962,951,30,water,0.408,flow,0.6878146069,1.018189426
3,0.2962,951,30,water,0.408,flow,0.6563111993,1.001640705
3,0.2962,951,30,water,0.408,flow,0.6285959136,1.01214056
3,0.2962,951,30,water,0.408,flow,0.5969305423,1.022594291
3,0.2962,951,30,water,0.408,flow,0.5689886063,1.070899555
3,0.2962,951,30,water,0.408,flow,0.5413381307,1.070596452
3,0.2962,951,30,water,0.408,flow,0.5097699129,1.064850689
3,0.2962,951,30,water,0.408,flow,0.4819251303,1.09694987
3,0.2962,951,30,water,0.408,flow,0.4544041516,1.075044147
3,0.2962,951,30,water,0.408,flow,0.4267212092,1.080144171
3,0.2962,951,30,water,0.408,flow,0.3951206481,1.079798239
3,0.2962,951,30,water,0.408,flow,0.3715497549,1.057935347
3,0.2962,951,30,water,0.408,flow,0.3402405308,1.008984344
3,0.2962,951,30,water,0.408,flow,0.3087694665,0.9870357924
3,0.2962,951,30,water,0.408,flow,0.2854252237,0.9273707862
3,0.2962,951,30,water,0.408,flow,0.2580984285,0.8730627817
3,0.2962,951,30,water,0.408,flow,0.2267892043,0.8241117788
3,0.2962,951,30,water,0.408,flow,0.1954476369,0.7805606073
3,0.2962,951,30,water,0.408,flow,0.1678943148,0.7640580111
3,0.2962,951,30,water,0.408,flow,0.1404704895,0.7259495005
3,0.2962,951,30,water,0.408,flow,0.1132731912,0.6500388761
3,0.2962,951,30,water,0.408,flow,0.08238492435,0.5308801824
3,0.2962,951,30,water,0.408,flow,0.05518774943,0.454969558
3,0.2962,951,30,water,0.408,flow,0.02802291785,0.3736591023
3,0.2119,697,30,water,0.408,flow,0.02161098062,0.2857161225
3,0.2119,697,30,water,0.408,flow,0.04518663916,0.2857161225
3,0.2119,697,30,water,0.408,flow,0.06483294187,0.3233104619
3,0.2119,697,30,water,0.408,flow,0.08840860041,0.3233104619
3,0.2119,697,30,water,0.408,flow,0.1119842589,0.3909777014
3,0.2119,697,30,water,0.408,flow,0.1316305617,0.4511277873
3,0.2119,697,30,water,0.408,flow,0.1552062202,0.4661663802
3,0.2119,697,30,water,0.408,flow,0.1787818787,0.4812049731
3,0.2119,697,30,water,0.408,flow,0.1984281814,0.5714279592
3,0.2119,697,30,water,0.408,flow,0.2180745794,0.6315780451
3,0.2119,697,30,water,0.408,flow,0.2416501427,0.646616638
3,0.2119,697,30,water,0.408,flow,0.2652258012,0.7293224705
3,0.2119,697,30,water,0.408,flow,0.2888014598,0.7218053169
3,0.2119,697,30,water,0.408,flow,0.3123771183,0.7669168099
3,0.2119,697,30,water,0.408,flow,0.332023421,0.8345883351
3,0.2119,697,30,water,0.408,flow,0.3555990795,0.8571440816
3,0.2119,697,30,water,0.408,flow,0.3791746428,0.8571440816
3,0.2119,697,30,water,0.408,flow,0.3988210408,0.8571440816
3,0.2119,697,30,water,0.408,flow,0.4223966993,0.849626928
3,0.2119,697,30,water,0.408,flow,0.4459722626,0.8345883351
3,0.2119,697,30,water,0.408,flow,0.4656186606,0.8421054887
3,0.2119,697,30,water,0.408,flow,0.4891943191,0.849626928
3,0.2119,697,30,water,0.408,flow,0.5127698824,0.8571440816
3,0.2119,697,30,water,0.408,flow,0.5324162804,0.849626928
3,0.2119,697,30,water,0.408,flow,0.5559919389,0.8646612352
3,0.2119,697,30,water,0.408,flow,0.5795675022,0.8571440816
3,0.2119,697,30,water,0.408,flow,0.5992139002,0.8571440816
3,0.2119,697,30,water,0.408,flow,0.6267188192,0.8120325886
3,0.2119,697,30,water,0.408,flow,0.6463651219,0.8345883351
3,0.2119,697,30,water,0.408,flow,0.6660115199,0.8872212675
3,0.2119,697,30,water,0.408,flow,0.6895870832,0.8646612352
3,0.2119,697,30,water,0.408,flow,0.7131627417,0.8872212675
3,0.2119,697,30,water,0.408,flow,0.7328091397,0.9172941676
3,0.2119,697,30,water,0.408,flow,0.756384703,0.954888507
3,0.2119,697,30,water,0.408,flow,0.776031101,0.9398499141
3,0.2119,697,30,water,0.408,flow,0.7996067595,0.9172941676
3,0.2119,697,30,water,0.408,flow,0.8231823228,0.9398499141
3,0.2119,697,30,water,0.408,flow,0.8467579813,0.9323327605
3,0.2119,697,30,water,0.408,flow,0.8664043793,0.9248113212
3,0.2119,697,30,water,0.408,flow,0.886050682,0.9398499141
3,0.2119,697,30,water,0.408,flow,0.9096263405,0.9699270999
3,0.2119,697,30,water,0.408,flow,0.9332019038,1
3,0.2119,697,30,water,0.408,flow,0.9567778482,0.9624056606
3,0.2119,697,30,water,0.408,flow,0.9803532209,0.954888507
3,0.2119,697,30,water,0.408,flow,1,1
3,0.2334,697,30,water,0.408,flow,1,1
3,0.2334,697,30,water,0.408,flow,0.9740820406,1.018349823
